t_s	C_rate	V_V	Control_mode
12789.2599	-0.199961538	3.6441	1
12790.26	-0.2	3.6441	1
12791.2931	-0.199961538	3.644	1
12792.2601	-0.199961538	3.644	1
12793.2602	-0.199961538	3.6439	1
12794.2602	-0.199961538	3.6439	1
12795.2603	-0.199961538	3.6439	1
12796.2603	-0.199961538	3.6438	1
12797.2604	-0.199961538	3.6439	1
12798.2605	-0.199961538	3.6437	1
12799.2595	-0.199961538	3.6438	1
12800.2606	-0.199961538	3.6437	1
12801.2606	-0.199961538	3.6437	1
12802.2607	-0.199961538	3.6436	1
12803.2597	-0.199961538	3.6436	1
12804.2608	-0.199961538	3.6436	1
12805.2599	-0.199961538	3.6435	1
12806.2599	-0.199961538	3.6435	1
12807.293	-0.199961538	3.6434	1
12808.26	-0.199961538	3.6434	1
12809.2601	-0.199961538	3.6433	1
12810.2601	-0.199961538	3.6433	1
12811.2602	-0.199961538	3.6433	1
12812.2603	-0.199961538	3.6432	1
12813.2603	-0.199961538	3.6433	1
12814.2604	-0.199961538	3.6432	1
12815.2604	-0.199961538	3.6432	1
12816.2605	-0.199961538	3.6431	1
12817.2605	-0.199961538	3.643	1
12818.2606	-0.199961538	3.643	1
12819.2607	-0.199961538	3.643	1
12820.2607	-0.199961538	3.643	1
12821.2598	-0.199961538	3.6429	1
12822.2598	-0.199961538	3.6429	1
12823.2929	-0.199961538	3.6429	1
12824.2599	-0.199961538	3.6427	1
12825.26	-0.199961538	3.6428	1
12826.2601	-0.199961538	3.6427	1
12827.2601	-0.199961538	3.6427	1
12828.2602	-0.199961538	3.6426	1
12829.2602	-0.199961538	3.6427	1
12830.2603	-0.199961538	3.6426	1
12831.2603	-0.199961538	3.6425	1
12832.2604	-0.199961538	3.6426	1
12833.2605	-0.199961538	3.6426	1
12834.2605	-0.199961538	3.6425	1
12835.2606	-0.199961538	3.6425	1
12836.2606	-0.199961538	3.6424	1
12837.2607	-0.199961538	3.6423	1
12838.2597	-0.2	3.6424	1
12839.2928	-0.199961538	3.6423	1
12840.2599	-0.199961538	3.6422	1
12841.2599	-0.199961538	3.6422	1
12842.26	-0.199961538	3.6421	1
12843.26	-0.199961538	3.6421	1
12844.2601	-0.199961538	3.642	1
12845.2601	-0.199961538	3.642	1
12846.2602	-0.199961538	3.642	1
12847.2603	-0.199961538	3.6419	1
12848.2603	-0.199961538	3.6419	1
12849.2604	-0.199961538	3.6418	1
12850.2604	-0.199961538	3.6418	1
12851.2605	-0.199961538	3.6418	1
12852.2605	-0.199961538	3.6417	1
12853.2606	-0.199961538	3.6417	1
12854.2607	-0.199961538	3.6416	1
12855.2937	-0.199961538	3.6417	1
12856.2598	-0.199961538	3.6416	1
12857.2598	-0.199961538	3.6416	1
12858.2599	-0.199961538	3.6415	1
12859.2599	-0.199961538	3.6416	1
12860.26	-0.199961538	3.6416	1
12861.2601	-0.199961538	3.6415	1
12862.2601	-0.199961538	3.6415	1
12863.2602	-0.199961538	3.6414	1
12864.2602	-0.199961538	3.6414	1
12865.2603	-0.199961538	3.6413	1
12866.2603	-0.199961538	3.6413	1
12867.2604	-0.199961538	3.6412	1
12868.2605	-0.199961538	3.6412	1
12869.2605	-0.199961538	3.6412	1
12870.2606	-0.199961538	3.6412	1
12871.2946	-0.199961538	3.641	1
12872.2607	-0.199961538	3.641	1
12873.2597	-0.199961538	3.641	1
12874.2598	-0.199961538	3.641	1
12875.2599	-0.199961538	3.6409	1
12876.2599	-0.199961538	3.641	1
12877.26	-0.199961538	3.6408	1
12878.26	-0.199961538	3.6408	1
12879.2601	-0.199961538	3.6407	1
12880.2601	-0.199961538	3.6408	1
12881.2602	-0.199961538	3.6407	1
12882.2603	-0.199961538	3.6406	1
12883.2603	-0.199961538	3.6407	1
12884.2604	-0.199961538	3.6406	1
12885.2604	-0.199961538	3.6406	1
12886.2605	-0.199961538	3.6404	1
12887.2946	-0.199961538	3.6405	1
12888.2606	-0.199961538	3.6405	1
12889.2607	-0.199961538	3.6404	1
12890.2607	-0.199961538	3.6404	1
12891.2588	-0.199961538	3.6403	1
12892.2598	-0.199961538	3.6403	1
12893.2599	-0.199961538	3.6402	1
12894.2599	-0.199961538	3.6402	1
12895.26	-0.199961538	3.6402	1
12896.2601	-0.199961538	3.6401	1
12897.2601	-0.199961538	3.6402	1
12898.2602	-0.199961538	3.6401	1
12899.2602	-0.199961538	3.6401	1
12900.2603	-0.199961538	3.64	1
12901.2604	-0.199961538	3.6399	1
12902.2604	-0.199961538	3.6398	1
12903.2935	-0.199961538	3.6399	1
12904.2605	-0.199961538	3.6399	1
12905.2606	-0.199961538	3.6398	1
12906.2606	-0.199961538	3.6398	1
12907.2607	-0.199961538	3.6397	1
12908.2598	-0.199961538	3.6398	1
12909.2598	-0.199961538	3.6396	1
12910.2599	-0.199961538	3.6396	1
12911.2599	-0.199961538	3.6396	1
12912.26	-0.199961538	3.6395	1
12913.26	-0.199961538	3.6395	1
12914.2601	-0.199961538	3.6394	1
12915.2602	-0.199961538	3.6395	1
12916.2602	-0.199961538	3.6394	1
12917.2603	-0.199961538	3.6394	1
12918.2603	-0.199961538	3.6393	1
12919.2934	-0.199961538	3.6393	1
12920.2604	-0.2	3.6393	1
12921.2605	-0.199961538	3.6393	1
12922.2606	-0.2	3.6392	1
12923.2606	-0.199961538	3.6391	1
12924.2607	-0.2	3.6392	1
12925.2607	-0.2	3.6391	1
12926.2598	-0.199961538	3.6391	1
12927.2598	-0.2	3.6391	1
12928.2599	-0.199961538	3.639	1
12929.26	-0.2	3.6389	1
12930.26	-0.199961538	3.6389	1
12931.2601	-0.2	3.6389	1
12932.2601	-0.199961538	3.6388	1
12933.2602	-0.199961538	3.6388	1
12934.2602	-0.2	3.6388	1
12935.2933	-0.199961538	3.6387	1
12936.2604	-0.199961538	3.6386	1
12937.2604	-0.199961538	3.6385	1
12938.2605	-0.199961538	3.6386	1
12939.2605	-0.199961538	3.6385	1
12940.2606	-0.199961538	3.6384	1
12941.2606	-0.199961538	3.6385	1
12942.2597	-0.199961538	3.6384	1
12943.2598	-0.199961538	3.6383	1
12944.2598	-0.199961538	3.6383	1
12945.2599	-0.2	3.6383	1
12946.2599	-0.199961538	3.6383	1
12947.26	-0.199961538	3.6382	1
12948.26	-0.2	3.6382	1
12949.2611	-0.199961538	3.6381	1
12950.2602	-0.2	3.6381	1
12951.2932	-0.199961538	3.6379	1
12952.2613	-0.199961538	3.6379	1
12953.2603	-0.199961538	3.6378	1
12954.2604	-0.199961538	3.6378	1
12955.2604	-0.199961538	3.6378	1
12956.2605	-0.199961538	3.6377	1
12957.2606	-0.199961538	3.6377	1
12958.2606	-0.199961538	3.6376	1
12959.2607	-0.199961538	3.6376	1
12960.2607	-0.199961538	3.6375	1
12961.2598	-0.199961538	3.6375	1
12962.2598	-0.199961538	3.6375	1
12963.2599	-0.199961538	3.6374	1
12964.26	-0.199961538	3.6374	1
12965.26	-0.199961538	3.6373	1
12966.2601	-0.199961538	3.6374	1
12967.2931	-0.199961538	3.6374	1
12968.2602	-0.199961538	3.6373	1
12969.2602	-0.199961538	3.6373	1
12970.2603	-0.199961538	3.6372	1
12971.2604	-0.199961538	3.6372	1
12972.2604	-0.199961538	3.6371	1
12973.2605	-0.199961538	3.6371	1
12974.2605	-0.199961538	3.6371	1
12975.2606	-0.199961538	3.6369	1
12976.2606	-0.199961538	3.637	1
12977.2607	-0.199961538	3.6369	1
12978.2598	-0.199961538	3.6369	1
12979.2598	-0.199961538	3.6368	1
12980.2599	-0.199961538	3.6368	1
12981.2599	-0.199961538	3.6367	1
12982.26	-0.199961538	3.6367	1
12983.293	-0.199961538	3.6366	1
12984.2601	-0.199961538	3.6366	1
12985.2602	-0.199961538	3.6366	1
12986.2602	-0.199961538	3.6364	1
12987.2603	-0.199961538	3.6364	1
12988.2603	-0.199961538	3.6364	1
12989.2604	-0.199961538	3.6364	1
12990.2604	-0.199961538	3.6364	1
12991.2605	-0.199961538	3.6362	1
12992.2606	-0.199961538	3.6363	1
12993.2606	-0.199961538	3.6361	1
12994.2607	-0.199961538	3.6362	1
12995.2607	-0.199961538	3.6361	1
12996.2598	-0.199961538	3.6361	1
12997.2598	-0.199961538	3.6361	1
12998.2599	-0.199961538	3.6359	1
12999.293	-0.199961538	3.6361	1
13000.26	-0.199961538	3.636	1
13001.2601	-0.199961538	3.636	1
13002.2601	-0.199961538	3.6359	1
13003.2602	-0.199961538	3.6359	1
13004.2602	-0.199961538	3.6358	1
13005.2603	-0.199961538	3.6357	1
13006.2604	-0.199961538	3.6358	1
13007.2604	-0.199961538	3.6357	1
13008.2605	-0.199961538	3.6357	1
13009.2605	-0.199961538	3.6356	1
13010.2606	-0.199961538	3.6356	1
13011.2616	-0.199961538	3.6356	1
13012.2607	-0.199961538	3.6354	1
13013.2598	-0.199961538	3.6355	1
13014.2598	-0.199961538	3.6354	1
13015.2929	-0.199961538	3.6353	1
13016.2599	-0.199961538	3.6352	1
13017.26	-0.199961538	3.6352	1
13018.26	-0.199961538	3.6351	1
13019.2601	-0.199961538	3.6351	1
13020.2602	-0.199961538	3.6351	1
13021.2602	-0.199961538	3.635	1
13022.2603	-0.199961538	3.635	1
13023.2603	-0.199961538	3.6348	1
13024.2604	-0.199961538	3.6349	1
13025.2604	-0.199961538	3.6348	1
13026.2605	-0.199961538	3.6347	1
13027.2606	-0.199961538	3.6347	1
13028.2616	-0.199961538	3.6347	1
13029.2607	-0.199961538	3.6347	1
13030.2607	-0.199961538	3.6345	1
13031.2928	-0.199961538	3.6346	1
13032.2598	-0.199961538	3.6345	1
13033.2599	-0.199961538	3.6345	1
13034.26	-0.199961538	3.6345	1
13035.26	-0.199961538	3.6344	1
13036.2601	-0.199961538	3.6344	1
13037.2601	-0.199961538	3.6343	1
13038.2602	-0.199961538	3.6344	1
13039.2592	-0.199961538	3.6342	1
13040.2603	-0.199961538	3.6342	1
13041.2604	-0.199961538	3.6342	1
13042.2604	-0.199961538	3.6341	1
13043.2605	-0.199961538	3.6341	1
13044.2605	-0.199961538	3.634	1
13045.2606	-0.199961538	3.634	1
13046.2606	-0.199961538	3.6339	1
13047.2937	-0.199961538	3.6338	1
13048.2598	-0.199961538	3.6338	1
13049.2598	-0.199961538	3.6337	1
13050.2599	-0.199961538	3.6338	1
13051.2599	-0.199961538	3.6337	1
13052.292	-0.199961538	3.6337	1
13053.26	-0.199961538	3.6336	1
13054.2601	-0.199961538	3.6335	1
13055.2602	-0.199961538	3.6336	1
13056.2602	-0.199961538	3.6334	1
13057.2603	-0.199961538	3.6334	1
13058.2603	-0.199961538	3.6334	1
13059.2604	-0.199961538	3.6334	1
13060.2604	-0.199961538	3.6332	1
13061.2605	-0.199961538	3.6333	1
13062.2606	-0.199961538	3.6333	1
13063.2936	-0.199961538	3.6332	1
13064.2607	-0.199961538	3.6333	1
13065.2607	-0.199961538	3.6331	1
13066.2598	-0.2	3.6332	1
13067.2598	-0.199961538	3.6331	1
13068.2599	-0.2	3.633	1
13069.26	-0.2	3.633	1
13070.26	-0.199961538	3.6329	1
13071.2601	-0.199961538	3.633	1
13072.2601	-0.199961538	3.6328	1
13073.2602	-0.2	3.6328	1
13074.2602	-0.199961538	3.6328	1
13075.2603	-0.2	3.6328	1
13076.2604	-0.199961538	3.6327	1
13077.2604	-0.199961538	3.6327	1
13078.2605	-0.199961538	3.6327	1
13079.2935	-0.199961538	3.6325	1
13080.2606	-0.199961538	3.6326	1
13081.2606	-0.199961538	3.6326	1
13082.2607	-0.2	3.6325	1
13083.2598	-0.199961538	3.6325	1
13084.2598	-0.199961538	3.6323	1
13085.2599	-0.2	3.6324	1
13086.2599	-0.199961538	3.6323	1
13087.26	-0.2	3.6323	1
13088.259	-0.199961538	3.6322	1
13089.2601	-0.199961538	3.6322	1
13090.2602	-0.199961538	3.6321	1
13091.2602	-0.199961538	3.6321	1
13092.2603	-0.199961538	3.632	1
13093.2603	-0.199961538	3.6319	1
13094.2604	-0.2	3.6319	1
13095.2934	-0.199961538	3.6319	1
13096.2605	-0.199961538	3.632	1
13097.2606	-0.199961538	3.6318	1
13098.2606	-0.199961538	3.6317	1
13099.2607	-0.2	3.6317	1
13100.2607	-0.199961538	3.6317	1
13101.2598	-0.2	3.6317	1
13102.2598	-0.199961538	3.6316	1
13103.2599	-0.2	3.6316	1
13104.26	-0.199961538	3.6316	1
13105.26	-0.199961538	3.6315	1
13106.2601	-0.2	3.6314	1
13107.2601	-0.199961538	3.6313	1
13108.2602	-0.2	3.6313	1
13109.2602	-0.199961538	3.6313	1
13110.2603	-0.2	3.6313	1
13111.2934	-0.199961538	3.6312	1
13112.2604	-0.199961538	3.6311	1
13113.2605	-0.199961538	3.6312	1
13114.2605	-0.199961538	3.6311	1
13115.2606	-0.199961538	3.6311	1
13116.2606	-0.199961538	3.631	1
13117.2607	-0.199961538	3.631	1
13118.2598	-0.199961538	3.6309	1
13119.2598	-0.199961538	3.6309	1
13120.2599	-0.199961538	3.6309	1
13121.2599	-0.199961538	3.6307	1
13122.26	-0.2	3.6307	1
13123.26	-0.199961538	3.6306	1
13124.2601	-0.199961538	3.6307	1
13125.2602	-0.199961538	3.6306	1
13126.2602	-0.199961538	3.6305	1
13127.2943	-0.199961538	3.6304	1
13128.2603	-0.199961538	3.6304	1
13129.2604	-0.199961538	3.6303	1
13130.2604	-0.199961538	3.6302	1
13131.2605	-0.199961538	3.6302	1
13132.2606	-0.199961538	3.6301	1
13133.2606	-0.199961538	3.6302	1
13134.2607	-0.199961538	3.6301	1
13135.2607	-0.199961538	3.63	1
13136.2598	-0.199961538	3.63	1
13137.2598	-0.199961538	3.6299	1
13138.2599	-0.199961538	3.6299	1
13139.26	-0.199961538	3.6298	1
13140.26	-0.199961538	3.6298	1
13141.2601	-0.199961538	3.6297	1
13142.2601	-0.199961538	3.6297	1
13143.2942	-0.199961538	3.6298	1
13144.2602	-0.199961538	3.6296	1
13145.2603	-0.199961538	3.6297	1
13146.2604	-0.199961538	3.6295	1
13147.2604	-0.199961538	3.6295	1
13148.2605	-0.199961538	3.6296	1
13149.2605	-0.199961538	3.6294	1
13150.2606	-0.199961538	3.6294	1
13151.2606	-0.199961538	3.6293	1
13152.2607	-0.199961538	3.6293	1
13153.2598	-0.199961538	3.6292	1
13154.2598	-0.199961538	3.6292	1
13155.2599	-0.199961538	3.6292	1
13156.2599	-0.199961538	3.629	1
13157.26	-0.199961538	3.6291	1
13158.26	-0.199961538	3.629	1
13159.2931	-0.199961538	3.629	1
13160.2602	-0.199961538	3.6289	1
13161.2602	-0.199961538	3.6289	1
13162.2603	-0.199961538	3.6288	1
13163.2603	-0.199961538	3.6287	1
13164.2604	-0.199961538	3.6288	1
13165.2604	-0.199961538	3.6287	1
13166.2605	-0.199961538	3.6287	1
13167.2606	-0.199961538	3.6286	1
13168.2606	-0.199961538	3.6285	1
13169.2607	-0.199961538	3.6285	1
13170.2607	-0.199961538	3.6284	1
13171.2598	-0.199961538	3.6285	1
13172.2599	-0.199961538	3.6284	1
13173.2599	-0.199961538	3.6283	1
13174.26	-0.199961538	3.6282	1
13175.293	-0.199961538	3.6282	1
13176.2601	-0.199961538	3.6281	1
13177.2601	-0.199961538	3.6281	1
13178.2602	-0.199961538	3.6281	1
13179.2603	-0.199961538	3.6279	1
13180.2603	-0.199961538	3.628	1
13181.2604	-0.199961538	3.6279	1
13182.2594	-0.199961538	3.6279	1
13183.2605	-0.199961538	3.6278	1
13184.2605	-0.199961538	3.6278	1
13185.2606	-0.199961538	3.6278	1
13186.2607	-0.199961538	3.6277	1
13187.2607	-0.199961538	3.6277	1
13188.2598	-0.199961538	3.6276	1
13189.2598	-0.199961538	3.6276	1
13190.2599	-0.199961538	3.6275	1
13191.2939	-0.199961538	3.6274	1
13192.26	-0.199961538	3.6274	1
13193.2601	-0.199961538	3.6273	1
13194.2601	-0.199961538	3.6273	1
13195.2602	-0.199961538	3.6273	1
13196.2602	-0.199961538	3.6273	1
13197.2603	-0.199961538	3.6272	1
13198.2593	-0.199961538	3.6271	1
13199.2604	-0.199961538	3.6271	1
13200.2605	-0.199961538	3.627	1
13201.2605	-0.199961538	3.627	1
13202.2606	-0.199961538	3.6269	1
13203.2606	-0.199961538	3.627	1
13204.2607	-0.199961538	3.6268	1
13205.2597	-0.199961538	3.6269	1
13206.2598	-0.199961538	3.6267	1
13207.2929	-0.199961538	3.6268	1
13208.2599	-0.2	3.6269	1
13209.26	-0.199961538	3.6267	1
13210.26	-0.2	3.6267	1
13211.2601	-0.199961538	3.6267	1
13212.2601	-0.2	3.6266	1
13213.2602	-0.2	3.6266	1
13214.2603	-0.199961538	3.6264	1
13215.2603	-0.2	3.6264	1
13216.2604	-0.199961538	3.6264	1
13217.2604	-0.2	3.6265	1
13218.2605	-0.199961538	3.6263	1
13219.2605	-0.2	3.6263	1
13220.2606	-0.2	3.6263	1
13221.2607	-0.199961538	3.6262	1
13222.2607	-0.2	3.6262	1
13223.2928	-0.199961538	3.6261	1
13224.2598	-0.2	3.6261	1
13225.2599	-0.199961538	3.626	1
13226.2599	-0.2	3.626	1
13227.26	-0.199961538	3.626	1
13228.2601	-0.199961538	3.6259	1
13229.2601	-0.2	3.6258	1
13230.2602	-0.199961538	3.6257	1
13231.2602	-0.2	3.6258	1
13232.2603	-0.199961538	3.6257	1
13233.2603	-0.2	3.6257	1
13234.2604	-0.199961538	3.6257	1
13235.2605	-0.199961538	3.6256	1
13236.2605	-0.2	3.6255	1
13237.2606	-0.199961538	3.6254	1
13238.2606	-0.2	3.6254	1
13239.2937	-0.199961538	3.6253	1
13240.2597	-0.199961538	3.6253	1
13241.2598	-0.199961538	3.6252	1
13242.2599	-0.199961538	3.6251	1
13243.2599	-0.199961538	3.6251	1
13244.26	-0.199961538	3.625	1
13245.26	-0.199961538	3.6251	1
13246.2601	-0.199961538	3.6249	1
13247.2601	-0.199961538	3.625	1
13248.2602	-0.199961538	3.6249	1
13249.2593	-0.199961538	3.6248	1
13250.2603	-0.199961538	3.6249	1
13251.2604	-0.199961538	3.6248	1
13252.2604	-0.199961538	3.6247	1
13253.2605	-0.199961538	3.6246	1
13254.2605	-0.199961538	3.6247	1
13255.2936	-0.199961538	3.6246	1
13256.2607	-0.199961538	3.6246	1
13257.2607	-0.199961538	3.6246	1
13258.2598	-0.199961538	3.6244	1
13259.2598	-0.199961538	3.6244	1
13260.2599	-0.199961538	3.6244	1
13261.2599	-0.199961538	3.6244	1
13262.26	-0.199961538	3.6243	1
13263.2601	-0.199961538	3.6242	1
13264.2601	-0.199961538	3.6242	1
13265.2602	-0.199961538	3.6241	1
13266.2602	-0.199961538	3.6241	1
13267.2603	-0.199961538	3.624	1
13268.2603	-0.199961538	3.6241	1
13269.2604	-0.199961538	3.6239	1
13270.2605	-0.199961538	3.6239	1
13271.2935	-0.199961538	3.6238	1
13272.2606	-0.199961538	3.6237	1
13273.2606	-0.199961538	3.6237	1
13274.2607	-0.199961538	3.6236	1
13275.2597	-0.199961538	3.6236	1
13276.2598	-0.199961538	3.6236	1
13277.2599	-0.199961538	3.6235	1
13278.2599	-0.199961538	3.6235	1
13279.26	-0.199961538	3.6233	1
13280.26	-0.199961538	3.6233	1
13281.2601	-0.199961538	3.6233	1
13282.2601	-0.199961538	3.6233	1
13283.2602	-0.199961538	3.6232	1
13284.2603	-0.199961538	3.6232	1
13285.2603	-0.199961538	3.6232	1
13286.2604	-0.199961538	3.623	1
13287.2934	-0.199961538	3.6231	1
13288.2605	-0.199961538	3.6231	1
13289.2605	-0.199961538	3.623	1
13290.2606	-0.199961538	3.6229	1
13291.2607	-0.199961538	3.623	1
13292.2607	-0.199961538	3.6229	1
13293.2598	-0.199961538	3.6228	1
13294.2598	-0.199961538	3.6228	1
13295.2599	-0.199961538	3.6227	1
13296.2599	-0.199961538	3.6228	1
13297.26	-0.199961538	3.6226	1
13298.2601	-0.199961538	3.6226	1
13299.2601	-0.199961538	3.6226	1
13300.2602	-0.199961538	3.6224	1
13301.2602	-0.199961538	3.6225	1
13302.2603	-0.199961538	3.6224	1
13303.2933	-0.199961538	3.6224	1
13304.2604	-0.199961538	3.6223	1
13305.2605	-0.199961538	3.6223	1
13306.2605	-0.199961538	3.6222	1
13307.2606	-0.199961538	3.6221	1
13308.2606	-0.199961538	3.6221	1
13309.2607	-0.199961538	3.6221	1
13310.2597	-0.199961538	3.6221	1
13311.2598	-0.199961538	3.622	1
13312.2599	-0.199961538	3.6219	1
13313.2599	-0.199961538	3.6219	1
13314.26	-0.199961538	3.6218	1
13315.26	-0.199961538	3.6218	1
13316.2601	-0.199961538	3.6216	1
13317.2601	-0.199961538	3.6217	1
13318.2602	-0.199961538	3.6217	1
13319.2933	-0.199961538	3.6216	1
13320.2603	-0.199961538	3.6216	1
13321.2604	-0.199961538	3.6214	1
13322.2604	-0.199961538	3.6215	1
13323.2605	-0.199961538	3.6213	1
13324.2605	-0.199961538	3.6214	1
13325.2596	-0.199961538	3.6212	1
13326.2607	-0.199961538	3.6213	1
13327.2607	-0.199961538	3.6212	1
13328.2598	-0.199961538	3.6212	1
13329.2598	-0.199961538	3.6211	1
13330.2599	-0.199961538	3.621	1
13331.2599	-0.199961538	3.621	1
13332.26	-0.199961538	3.621	1
13333.2601	-0.199961538	3.6209	1
13334.2601	-0.199961538	3.6209	1
13335.2932	-0.199961538	3.6208	1
13336.2602	-0.199961538	3.6209	1
13337.2603	-0.199961538	3.6207	1
13338.2603	-0.199961538	3.6207	1
13339.2604	-0.199961538	3.6206	1
13340.2605	-0.199961538	3.6207	1
13341.2605	-0.199961538	3.6205	1
13342.2606	-0.199961538	3.6205	1
13343.2606	-0.199961538	3.6205	1
13344.2607	-0.199961538	3.6204	1
13345.2597	-0.199961538	3.6205	1
13346.2598	-0.199961538	3.6203	1
13347.2599	-0.199961538	3.6203	1
13348.2599	-0.199961538	3.6202	1
13349.26	-0.199961538	3.6202	1
13350.26	-0.199961538	3.6202	1
13351.2931	-0.199961538	3.6202	1
13352.2601	-0.2	3.6202	1
13353.2602	-0.199961538	3.6201	1
13354.2603	-0.2	3.6201	1
13355.2603	-0.199961538	3.62	1
13356.2604	-0.2	3.62	1
13357.2604	-0.2	3.6199	1
13358.2605	-0.199961538	3.6198	1
13359.2605	-0.199961538	3.6198	1
13360.2606	-0.199961538	3.6198	1
13361.2607	-0.2	3.6197	1
13362.2607	-0.199961538	3.6196	1
13363.2598	-0.2	3.6197	1
13364.2598	-0.2	3.6196	1
13365.2599	-0.199961538	3.6195	1
13366.2599	-0.2	3.6195	1
13367.293	-0.199961538	3.6193	1
13368.2601	-0.199961538	3.6193	1
13369.2601	-0.199961538	3.6192	1
13370.2602	-0.199961538	3.6192	1
13371.2602	-0.199961538	3.6192	1
13372.2603	-0.199961538	3.6191	1
13373.2603	-0.199961538	3.6191	1
13374.2604	-0.199961538	3.619	1
13375.2605	-0.199961538	3.619	1
13376.2615	-0.199961538	3.6189	1
13377.2606	-0.199961538	3.6189	1
13378.2606	-0.199961538	3.6189	1
13379.2607	-0.199961538	3.6188	1
13380.2597	-0.199961538	3.6188	1
13381.2598	-0.199961538	3.6187	1
13382.2599	-0.199961538	3.6187	1
13383.2929	-0.199961538	3.6187	1
13384.26	-0.2	3.6186	1
13385.26	-0.199961538	3.6186	1
13386.2601	-0.199961538	3.6185	1
13387.2601	-0.2	3.6185	1
13388.2602	-0.199961538	3.6184	1
13389.2603	-0.2	3.6184	1
13390.2603	-0.199961538	3.6183	1
13391.2604	-0.2	3.6183	1
13392.2604	-0.199961538	3.6182	1
13393.2605	-0.199961538	3.6182	1
13394.2605	-0.2	3.6182	1
13395.2606	-0.199961538	3.6181	1
13396.2607	-0.2	3.6181	1
13397.2607	-0.199961538	3.6179	1
13398.2598	-0.2	3.618	1
13399.2928	-0.199961538	3.6179	1
13400.2599	-0.199961538	3.6178	1
13401.2599	-0.199961538	3.6178	1
13402.26	-0.199961538	3.6177	1
13403.2601	-0.199961538	3.6177	1
13404.2601	-0.199961538	3.6177	1
13405.2602	-0.199961538	3.6176	1
13406.2602	-0.199961538	3.6175	1
13407.2603	-0.199961538	3.6175	1
13408.2613	-0.199961538	3.6175	1
13409.2604	-0.199961538	3.6174	1
13410.2605	-0.199961538	3.6174	1
13411.2605	-0.199961538	3.6173	1
13412.2606	-0.199961538	3.6173	1
13413.2606	-0.199961538	3.6172	1
13414.2607	-0.199961538	3.6171	1
13415.2928	-0.199961538	3.6171	1
13416.2598	-0.199961538	3.617	1
13417.2589	-0.199961538	3.617	1
13418.2599	-0.199961538	3.6169	1
13419.26	-0.199961538	3.617	1
13420.26	-0.199961538	3.6169	1
13421.2601	-0.199961538	3.6168	1
13422.2601	-0.199961538	3.6169	1
13423.2602	-0.199961538	3.6167	1
13424.2603	-0.199961538	3.6167	1
13425.2603	-0.199961538	3.6166	1
13426.2604	-0.199961538	3.6166	1
13427.2604	-0.199961538	3.6165	1
13428.2605	-0.199961538	3.6166	1
13429.2605	-0.199961538	3.6165	1
13430.2606	-0.199961538	3.6164	1
13431.2937	-0.199961538	3.6164	1
13432.2607	-0.199961538	3.6163	1
13433.2598	-0.199961538	3.6162	1
13434.2598	-0.199961538	3.6162	1
13435.2599	-0.199961538	3.6161	1
13436.26	-0.199961538	3.6161	1
13437.26	-0.199961538	3.616	1
13438.2601	-0.199961538	3.616	1
13439.2601	-0.199961538	3.616	1
13440.2602	-0.199961538	3.6159	1
13441.2602	-0.199961538	3.6158	1
13442.2603	-0.199961538	3.6158	1
13443.2604	-0.199961538	3.6158	1
13444.2604	-0.199961538	3.6157	1
13445.2605	-0.199961538	3.6156	1
13446.2605	-0.199961538	3.6155	1
13447.2936	-0.199961538	3.6156	1
13448.2606	-0.199961538	3.6155	1
13449.2607	-0.199961538	3.6156	1
13450.2598	-0.199961538	3.6155	1
13451.2598	-0.199961538	3.6155	1
13452.2599	-0.199961538	3.6154	1
13453.2599	-0.199961538	3.6153	1
13454.26	-0.199961538	3.6154	1
13455.26	-0.199961538	3.6151	1
13456.2601	-0.199961538	3.6151	1
13457.2602	-0.199961538	3.6151	1
13458.2602	-0.199961538	3.6151	1
13459.2603	-0.199961538	3.6151	1
13460.2603	-0.199961538	3.6149	1
13461.2604	-0.199961538	3.6149	1
13462.2604	-0.199961538	3.6148	1
13463.2945	-0.199961538	3.6149	1
13464.2606	-0.199961538	3.6148	1
13465.2606	-0.199961538	3.6147	1
13466.2607	-0.199961538	3.6147	1
13467.2607	-0.199961538	3.6146	1
13468.2608	-0.199961538	3.6146	1
13469.2598	-0.199961538	3.6145	1
13470.2599	-0.199961538	3.6145	1
13471.26	-0.199961538	3.6145	1
13472.26	-0.199961538	3.6143	1
13473.2601	-0.199961538	3.6144	1
13474.2601	-0.199961538	3.6143	1
13475.2602	-0.199961538	3.6143	1
13476.2602	-0.199961538	3.6143	1
13477.2603	-0.199961538	3.6142	1
13478.2604	-0.199961538	3.6141	1
13479.2934	-0.199961538	3.6141	1
13480.2605	-0.199961538	3.6141	1
13481.2605	-0.199961538	3.614	1
13482.2606	-0.199961538	3.614	1
13483.2606	-0.199961538	3.6139	1
13484.2607	-0.199961538	3.6138	1
13485.2598	-0.199961538	3.6138	1
13486.2588	-0.199961538	3.6136	1
13487.2599	-0.199961538	3.6137	1
13488.2599	-0.199961538	3.6136	1
13489.26	-0.199961538	3.6137	1
13490.26	-0.199961538	3.6135	1
13491.2601	-0.199961538	3.6136	1
13492.2602	-0.199961538	3.6134	1
13493.2602	-0.199961538	3.6134	1
13494.2603	-0.199961538	3.6134	1
13495.2933	-0.199961538	3.6134	1
13496.2604	-0.2	3.6134	1
13497.2604	-0.199961538	3.6133	1
13498.2605	-0.199961538	3.6132	1
13499.2606	-0.199961538	3.6132	1
13500.2606	-0.2	3.6133	1
